CUSTOMER_NUMBER,FREQUENT_ORDER_TYPE,FIRST_DELIVERY_DATE,ON_BOARDING_DATE,COLD_DRINK_CHANNEL,TRADE_CHANNEL,SUB_TRADE_CHANNEL,LOCAL_MARKET_PARTNER,CO2_CUSTOMER,ZIP_CODE
600263012,CALL CENTER,9/1/2016,4/25/2002,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,66431
501344898,MYCOKE360,4/5/2022,2/10/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21062
600260176,OTHER,8/25/2016,6/10/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67732
501480661,SALES REP,1/27/2023,1/18/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
600254873,CALL CENTER,12/9/2016,8/19/2011,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,42378
501723221,SALES REP,10/18/2024,10/3/2024,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,40440
501118385,OTHER,11/9/2020,8/24/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67859
600265251,CALL CENTER,9/20/2016,2/22/1999,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1344
501546006,SALES REP,8/4/2023,8/1/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,20617
600251841,OTHER,8/8/2016,5/26/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,TRUE,21561
600274326,SALES REP,3/27/2019,8/18/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2054
501698557,SALES REP,8/26/2024,8/16/2024,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,1201
501225492,MYCOKE360,6/24/2021,6/8/2021,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,66542
600261597,SALES REP,8/11/2016,4/5/2016,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,21798
600257543,SALES REP,8/19/2016,12/18/2013,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,2741
501597456,OTHER,1/17/2024,1/12/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501591562,MYCOKE LEGACY,1/5/2024,12/18/2023,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,21062
501215738,EDI,6/10/2021,5/14/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67757
500291412,SALES REP,8/2/2019,5/25/2016,WORKPLACE,OUTDOOR ACTIVITIES,RESIDENTIAL,TRUE,TRUE,21520
600251336,OTHER,1/13/2017,1/8/2009,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501483976,OTHER,2/3/2023,1/30/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1863
500900907,OTHER,5/1/2019,3/13/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1775
600256614,OTHER,8/25/2016,4/24/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,21798
501632346,SALES REP,3/22/2024,3/12/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,21062
501599933,OTHER,2/15/2024,1/22/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
600251240,SALES REP,8/3/2016,11/20/2008,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,TRUE,2447
600250741,MYCOKE360,10/10/2016,5/12/2008,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42378
600258846,SALES REP,8/18/2016,9/2/2014,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40855
600265975,SALES REP,8/1/2016,2/14/1997,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,42334
501247076,MYCOKE LEGACY,8/28/2021,8/11/2021,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67438
600254043,SALES REP,9/13/2016,1/10/2011,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,TRUE,40440
500291511,OTHER,9/2/2016,6/6/2016,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,71058
600255881,CALL CENTER,8/4/2016,10/22/2012,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,21798
501599098,SALES REP,2/21/2024,1/19/2024,GOODS,GENERAL RETAILER,BOOKS & OFFICE,TRUE,FALSE,2454
501697040,MYCOKE360,11/5/2024,8/12/2024,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,1086
501727327,MYCOKE360,11/7/2024,10/17/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,42240
501502817,MYCOKE360,5/23/2023,3/27/2023,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2134
501104606,SALES REP,9/25/2020,7/8/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,TRUE,67217
501458844,MYCOKE360,11/30/2022,11/9/2022,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,1521
500905916,SALES REP,4/5/2019,3/26/2019,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,67735
500479658,SALES REP,12/8/2017,11/15/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21251
501475952,SALES REP,1/18/2023,1/3/2023,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40855
501476168,MYCOKE360,1/9/2024,1/4/2023,WORKPLACE,OUTDOOR ACTIVITIES,RESIDENTIAL,TRUE,FALSE,71058
501252864,MYCOKE360,9/8/2021,8/30/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,FALSE,2134
500522476,SALES REP,2/9/2018,2/1/2018,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1438
501681317,MYCOKE360,8/30/2024,7/11/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67638
501705923,MYCOKE360,10/18/2024,9/4/2024,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,1105
500945854,SALES REP,6/14/2019,6/4/2019,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,2454
600265842,CALL CENTER,8/17/2016,7/25/1996,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,TRUE,40145
501205883,CALL CENTER,4/20/2021,4/13/2021,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40464
500440721,SALES REP,9/28/2017,9/13/2017,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,42334
501639832,SALES REP,9/19/2024,4/5/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,41622
501485706,SALES REP,2/10/2023,2/4/2023,EVENT,RECREATION,RECREATION ARENA,TRUE,FALSE,21798
600258496,MYCOKE LEGACY,3/8/2022,8/12/2014,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,40515
600256389,OTHER,8/16/2016,3/25/2013,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67212
501112120,MYCOKE360,8/11/2020,8/4/2020,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,1775
500298980,SALES REP,9/15/2016,9/8/2016,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,21561
501133880,MYCOKE LEGACY,11/5/2020,10/6/2020,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,1201
600256557,SALES REP,8/16/2016,4/18/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1775
500296854,OTHER,9/7/2016,8/24/2016,EVENT,RECREATION,RECREATION ARENA,TRUE,TRUE,67743
501579783,SALES REP,11/17/2023,11/3/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,67212
500505929,SALES REP,12/26/2017,12/19/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40440
600254832,SALES REP,8/4/2016,8/13/2011,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21062
501677628,SALES REP,8/23/2024,7/1/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42742
501145444,CALL CENTER,5/19/2021,11/13/2020,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,TRUE,TRUE,2358
501479787,MYCOKE360,2/3/2023,1/17/2023,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,TRUE,FALSE,71058
600250732,SALES REP,9/7/2016,4/30/2008,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2358
600258194,SALES REP,8/2/2016,5/27/2014,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,42051
600258967,OTHER,10/6/2016,9/17/2014,EVENT,RECREATION,OTHER RECREATION,TRUE,TRUE,20676
501382903,SALES REP,6/10/2022,5/17/2022,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,40515
501563164,SALES REP,10/7/2023,9/15/2023,EVENT,RECREATION,OTHER RECREATION,TRUE,TRUE,20676
500819190,MYCOKE LEGACY,1/18/2019,11/16/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,41317
500823081,SALES REP,1/24/2019,11/23/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,2358
501430703,SALES REP,10/7/2022,9/7/2022,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,TRUE,1344
600250699,CALL CENTER,8/16/2016,3/26/2008,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,42742
501215210,MYCOKE360,6/17/2021,5/14/2021,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,67219
501123654,SALES REP,2/1/2021,9/8/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21561
600264081,OTHER,10/14/2016,9/8/1993,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,71058
501106505,SALES REP,9/15/2020,7/15/2020,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,42051
600079162,SALES REP,9/1/2017,1/1/1991,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,41622
501245336,SALES REP,8/13/2021,8/5/2021,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,2056
501699750,SALES REP,9/27/2024,8/20/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,66608
600271641,SALES REP,11/3/2020,8/11/2004,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,67732
500790441,SALES REP,3/6/2019,10/4/2018,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1521
501387069,SALES REP,8/2/2022,6/1/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,2630
600255544,CALL CENTER,8/12/2016,7/30/2012,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1775
501186282,MYCOKE360,3/30/2021,2/25/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,TRUE,1224
600252420,SALES REP,8/2/2016,10/26/1994,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,2054
501385784,SALES REP,6/7/2022,5/25/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21251
600264030,SALES REP,8/4/2016,9/8/1993,PUBLIC SECTOR,ACTIVITIES,FRATERNITY,TRUE,FALSE,21798
500616226,OTHER,5/29/2018,5/9/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42458
500851031,MYCOKE360,2/19/2019,1/28/2019,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,21204
501578949,CALL CENTER,11/16/2023,11/1/2023,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2460
501429333,MYCOKE360,9/30/2022,9/2/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21251
501541095,MYCOKE360,8/11/2023,7/18/2023,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,FALSE,2134
500535620,SALES REP,2/4/2019,2/20/2018,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,FALSE,2047
500434697,SALES REP,11/9/2022,8/25/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66955
500319636,SALES REP,4/6/2017,1/12/2017,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,41317
501456016,SALES REP,11/28/2022,11/2/2022,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,TRUE,67757
501532757,SALES REP,6/29/2023,6/23/2023,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,1863
501597172,OTHER,1/18/2024,1/11/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501535289,MYCOKE LEGACY,8/9/2023,7/5/2023,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,21561
600255740,MYCOKE360,9/14/2016,9/11/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,1201
600255463,SALES REP,8/5/2016,7/14/2012,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40464
501241614,MYCOKE360,8/13/2021,7/26/2021,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1066
501595056,OTHER,1/17/2024,1/4/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501373466,SALES REP,6/10/2022,4/20/2022,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,40855
600250161,SALES REP,8/4/2016,6/22/2007,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,FALSE,FALSE,21561
600270717,SALES REP,1/5/2018,1/21/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1438
501430316,CALL CENTER,9/23/2022,9/7/2022,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,71058
501481994,SALES REP,1/25/2023,1/23/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501658298,SALES REP,6/20/2024,5/21/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42378
501705491,SALES REP,9/27/2024,9/3/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,20617
500291598,SALES REP,8/17/2016,6/19/2016,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,21561
500477380,CALL CENTER,11/15/2017,11/9/2017,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2358
501681376,MYCOKE360,8/9/2024,7/11/2024,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,FALSE,71058
600266590,SALES REP,8/15/2016,10/25/2000,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,21561
501633686,SALES REP,3/29/2024,3/15/2024,WORKPLACE,GENERAL,MISC,TRUE,FALSE,21062
501414015,SALES REP,8/3/2022,7/28/2022,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,67954
600256411,SALES REP,8/4/2016,3/27/2013,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1540
501676516,SALES REP,7/3/2024,6/26/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2643
500291557,SALES REP,9/20/2016,6/13/2016,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,66612
500267782,SALES REP,9/1/2017,1/25/2016,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66535
501433440,SALES REP,9/23/2022,9/16/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67204
600079202,OTHER,9/28/2017,6/14/2012,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40546
600264655,SALES REP,9/6/2016,3/14/1995,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,1070
501586435,SALES REP,12/27/2023,12/1/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,1540
600250448,OTHER,6/25/2019,9/27/2005,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,66554
600261583,OTHER,8/10/2016,4/5/2016,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,21160
600079161,SALES REP,8/31/2017,3/6/2012,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,1056
501659978,MYCOKE360,6/5/2024,5/25/2024,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,FALSE,67954
600261704,SALES REP,10/6/2016,2/10/2003,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1936
501385687,SALES REP,11/4/2022,5/25/2022,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1515
600263476,SALES REP,8/5/2016,9/8/1993,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,FALSE,2054
600260065,SALES REP,8/17/2016,5/18/2015,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,TRUE,40855
600266225,MYCOKE360,8/4/2016,2/18/1998,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67735
501484419,OTHER,2/6/2023,1/31/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1863
501084449,CALL CENTER,6/25/2020,5/6/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40150
600250935,SALES REP,8/4/2016,7/21/2008,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,FALSE,FALSE,21062
501011113,SALES REP,11/7/2019,10/17/2019,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,42240
600251037,SALES REP,8/5/2016,9/18/2008,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,71058
501571190,SALES REP,11/2/2023,10/12/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42378
501494676,SALES REP,4/10/2024,3/2/2023,WORKPLACE,INDUSTRIAL,OTHER INDUSTRIAL,TRUE,FALSE,2493
600279615,SALES REP,3/12/2018,1/21/2015,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,66026
600280766,MYCOKE360,10/16/2024,11/3/2015,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21251
501364152,CALL CENTER,8/19/2022,3/23/2022,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,TRUE,21520
500838633,SALES REP,1/10/2019,1/4/2019,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501602456,SALES REP,3/6/2024,1/31/2024,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1066
600267017,OTHER,9/1/2016,5/5/1999,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1937
600261661,SALES REP,8/4/2016,2/17/2003,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1201
501354130,OTHER,3/14/2022,3/2/2022,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,1546
501139381,MYCOKE360,5/3/2021,10/22/2020,WORKPLACE,INDUSTRIAL,OTHER INDUSTRIAL,TRUE,FALSE,1226
600058525,OTHER,2/27/2018,1/23/2012,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,1226
501269794,MYCOKE LEGACY,2/10/2022,10/7/2021,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,21762
600058373,SALES REP,3/7/2018,8/22/1996,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1226
501634168,SALES REP,4/9/2024,3/18/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,2334
501164717,SALES REP,1/14/2021,12/24/2020,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,1970
600058549,MYCOKE360,3/6/2018,3/12/2013,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,1226
501091908,SALES REP,6/4/2020,6/3/2020,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1970
600058406,OTHER,4/23/2018,4/24/2001,WORKPLACE,INDUSTRIAL,OTHER INDUSTRIAL,TRUE,TRUE,2761
600058620,SALES REP,3/22/2018,1/21/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40472
501058653,SALES REP,4/9/2020,2/11/2020,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,1970
501708114,SALES REP,11/14/2024,9/11/2024,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,67520
600059940,OTHER,7/12/2018,3/21/2000,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,67543
501478849,SALES REP,3/13/2023,1/12/2023,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1098
501017092,OTHER,11/6/2019,11/4/2019,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,FALSE,71075
500927053,OTHER,7/10/2019,4/19/2019,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,TRUE,1089
600059409,OTHER,3/1/2018,2/2/2012,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66952
501435269,OTHER,9/28/2022,9/22/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21031
600059354,SALES REP,3/1/2018,5/16/2011,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1098
501218181,MYCOKE360,5/28/2021,5/21/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1220
600059128,OTHER,3/2/2018,5/8/2008,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21903
600059971,OTHER,2/28/2018,3/21/2000,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,1220
600058744,EDI,2/27/2018,4/5/2001,EVENT,RECREATION,RECREATION FILM,TRUE,FALSE,21031
501496040,SALES REP,3/22/2023,3/6/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,TRUE,21041
501632938,MYCOKE LEGACY,5/30/2024,3/14/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,66952
600059521,OTHER,8/29/2018,4/29/2013,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,2367
600058803,SALES REP,2/28/2018,1/11/2002,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,FALSE,67520
600060820,SALES REP,5/21/2018,5/16/2007,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,66761
501728456,SALES REP,11/18/2024,10/21/2024,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2536
501586437,MYCOKE360,2/1/2024,12/1/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67028
501032080,SALES REP,12/27/2019,12/20/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21655
501476392,SALES REP,1/20/2023,1/4/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21655
500469605,SALES REP,4/5/2018,10/20/2017,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,21655
500953547,SALES REP,8/30/2019,6/11/2019,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,21222
501330026,SALES REP,2/23/2022,1/20/2022,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,21222
600060903,SALES REP,3/14/2018,8/1/1991,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,41052
600060928,SALES REP,2/28/2018,2/22/1996,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,41052
501658938,SALES REP,6/14/2024,5/22/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2666
501485415,OTHER,5/16/2023,2/2/2023,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,41650
501499993,OTHER,4/4/2023,3/20/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1970
501478508,OTHER,1/27/2023,1/11/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,41339
600058385,SALES REP,2/26/2018,5/22/1998,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1970
500985853,OTHER,8/28/2019,8/14/2019,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,1226
500281473,OTHER,3/14/2018,5/2/2016,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,1226
501535249,SALES REP,10/3/2023,7/5/2023,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,41650
501458746,SALES REP,11/17/2022,11/9/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67905
600060539,CALL CENTER,3/6/2018,11/7/2001,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,41603
600060421,OTHER,3/26/2018,6/1/1984,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21284
501372665,OTHER,7/7/2022,4/18/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,20678
600060250,SALES REP,3/6/2018,7/1/1989,EVENT,RECREATION,RECREATION FILM,TRUE,TRUE,41603
